Run Time Comparisons Swaps
Unsorted
0.02324888,49995,2452081
0.0067647301,2452081,2453080
0.01049801,4999500,998
0.00015238,999,0
0.00010385,0,0
Sorted:
0.02342196,4999500,2452081
0.00654735,2452081,2453080
0.01036462,4999500,998
0.00014678,999,0
0.00010265,0,0
Run Time Comparisons Swaps
Unsorted
0.0238946904,4999500,2488252
0.0070698601,2488252,2489252
0.0103936002,4999500,999
0.00014291,999,0
0.0001058,0,0
Sorted:
0.0234460104,4999500,2488252
0.0071125301,2488252,2489252
0.0113308002,4999500,999
0.00014666,999,0
0.00011301,0,0
Run Time Comparisons Swaps
Unsorted
0.0235392408,4999500,2497718
0.0068010803,2497718,2498718
0.0103339103,4999500,999
0.00014541,999,0
0.00010491,0,0
Sorted:
0.0233414608,4999500,2497718
0.0069536903,2497718,2498718
0.0104986204,4999500,999
0.00014506,999,0
0.00010384,0,0
Run Time Comparisons Swaps
Unsorted
0.0251463799,4999500,2492146
0.00713619,2492146,2493145
0.01096629,4999500,999
0.00014752,999,0
0.00011403,0,0
Sorted:
0.0236050599,4999500,2492146
0.00697038,2492146,2493145
0.01047635,4999500,999
0.00014281,999,0
0.00010695 0,0
Run Time Comparisons Swaps
Unsorted
0.0235950894,4999500,2466824
0.0069831598,2466824,2467824
0.0104226098,4999500,999
0.00014375,999,0
0.00010521,0,0
Sorted:
0.0232725194,4999500,2466824
0.0070600598,2466824,2467824
0.0104686397,4999500,999
0.00014923,999,0
0.00011393,0,0
Run Time Comparisons Swaps
Unsorted
0.02528338,4999500,2524421
0.00753826,2524421,2525421
0.0109425,4999500,998
0.00015101,999,0
0.00011481,0,0
Sorted:
0.02426033,4999500,2524421
0.00710014,2524421,2525421
0.01048387,4999500,998
0.00014585,999,0
0.00010627,0,0
Run Time Comparisons Swaps
Unsorted
0.0235086891,4999500,2506079
0.00703279,2506079,2507079
0.01037637,4999500,998
0.00014353,999,0
0.00010504,0,0
Sorted:
0.02350027,4999500,2506079
0.00707918,2506079,2507079
0.0104284,4999500,998
0.00014757,999,0
0.00010986,0,0
Run Time Comparisons Swaps
Unsorted
0.0246949802,4999500,2480519
0.0087256001,2480519,2481518
0.0105872901,4999500,998
0.00014823,999,0
0.00010413,0,0
Sorted:
0.0234839302,4999500,2480519
0.0071596001,2480519,2481518
0.0105325301,4999500,998
0.00015274,999,0
0.00010381,0,0
Run Time Comparisons Swaps
Unsorted
0.02347193,4999500,2484394
0.00661912,2484394,2485394
0.01025888,4999500,999
0.00014284,999,0
0.00010446,0,0
Sorted:
0.0235053999,4999500,2484394
0.00679832,2484394,2485394
0.01055483,4999500,999
0.00014907,999,0
0.00010844,0,0
Run Time Comparisons Swaps
Unsorted
0.02377524,4999500,2508352
0.00673043,2508352,2509352
0.01146963,4999500,998
0.0001466,999,0
0.00010814,0,0
Sorted:
0.02405206,4999500,2508352
0.00726756,2508352,2509352
0.01403733,4999500,998
0.00020517,999,0
0.00013116,0,0
